Resource ID,Resource Type,Account ID,Region,Resource Name,Tags
Z0847888PX2M5UF11JTV,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobenow-4.com.,
Z08479033G4LLDFO00TQL,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobelifeinsurance.com.,
Z0848334ONJQ73XHBXAZ,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobecoverage-insurance.com.,
Z08483493POFTV965XE7U,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobelifeinsurancenow.com.,
Z08485482VJEQWQIMEXTX,AWS::Route53::HostedZone,215247467417,us-east-1,1dollarglobe.com.,
Z084865637YYDBZ8PAYH,AWS::Route53::HostedZone,215247467417,us-east-1,affordableglobelife.com.,
Z08486613NDC943D4WGHX,AWS::Route53::HostedZone,215247467417,us-east-1,beginglobelife.com.,
Z0848663K03ZCAJB54O8,AWS::Route53::HostedZone,215247467417,us-east-1,affordable-globeinsurance.com.,
Z08487872QNZ7V4RYVS7Q,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobenow-9.com.,
Z08487951ENL9WXYSC140,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobelifeprotection.com.,
Z08487972GCR9YBZHOBNH,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobelife-coverage.com.,
Z08490952QI4SWMTIJD1H,AWS::Route53::HostedZone,215247467417,us-east-1,affordableglobeinsurancecoverage.com.,
Z084925029GYNA510V9P5,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobetoday.com.,
Z08492512WJ73NWMX6FFN,AWS::Route53::HostedZone,215247467417,us-east-1,1dollarbuyslife.com.,
Z08492571C6YQ7TO05ZQ8,AWS::Route53::HostedZone,215247467417,us-east-1,beginglobecoverage.com.,
Z0849733299THHRWJVXV8,AWS::Route53::HostedZone,215247467417,us-east-1,buydollarprotection.com.,
Z0850502NWFYX67AJN0K,AWS::Route53::HostedZone,215247467417,us-east-1,1dollarlife.com.,
Z0850507OK8WVLLZA2OA,AWS::Route53::HostedZone,215247467417,us-east-1,globeinsurancenow.com.,
Z08505093UBNZH7MN4YMO,AWS::Route53::HostedZone,215247467417,us-east-1,globeinsurancetoday.com.,
Z0850521E6BNDYA56UG7,AWS::Route53::HostedZone,215247467417,us-east-1,1dollarbuyscoverage-1mdme.com.,
Z08507131ZLWTEVE9MVAE,AWS::Route53::HostedZone,215247467417,us-east-1,startglobelifeinsurance.com.,
Z0850861YIT7R9O0X7O4,AWS::Route53::HostedZone,215247467417,us-east-1,directglobe-insurance.com.,
Z0850865KUJPXVN6FJVM,AWS::Route53::HostedZone,215247467417,us-east-1,globe-offer.com.,
Z085110721WOLRNN94BEU,AWS::Route53::HostedZone,215247467417,us-east-1,1dollar-forglobelife.com.,
Z08511184L5SXCO5S6ZS,AWS::Route53::HostedZone,215247467417,us-east-1,trustglobeinsurance.com.,
Z08515813TZU3V6YPC3OR,AWS::Route53::HostedZone,215247467417,us-east-1,globe-lifefamily.com.,
Z08519512GVYEM2H97MJ4,AWS::Route53::HostedZone,215247467417,us-east-1,chooseglobeinsurance.com.,
Z08664302IMDT1P3RB50M,AWS::Route53::HostedZone,171583586820,us-east-1,si.glitest.net.,
Z08733432S1RZT8FG1YGV,AWS::Route53::HostedZone,641309396896,us-east-1,prv.glitestapp.net.,
Z08884233P6AAPAA91HV9,AWS::Route53::HostedZone,215247467417,us-east-1,familysafetyresource.org.,
Z08935643U2MXN98MCTTZ,AWS::Route53::HostedZone,215247467417,us-east-1,trust-globelifeprotection.com.,
Z08935673RZW6DLGGFRBT,AWS::Route53::HostedZone,215247467417,us-east-1,startglobeprotection.com.,
Z089773815Q88U67TMB18,AWS::Route53::HostedZone,215247467417,us-east-1,moreinformation-onglobelife.com.,
Z08977502AWLU1L9K8GQ,AWS::Route53::HostedZone,215247467417,us-east-1,globe-familyprotection.com.,
Z08977791AIGJ41URFIGN,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeeasytobuy.com.,
Z08981751UQ13B4LY37D0,AWS::Route53::HostedZone,215247467417,us-east-1,globelifewelcomesyou.com.,
